created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2025-08-02T10:21:18+00:00,42,0,550187,Box Closed,,,,
2025-08-02T10:21:35+00:00,43,0,566883,Box Closed,,,,
2025-08-02T10:21:52+00:00,44,0,583878,Box Closed,,,,
2025-08-02T10:22:08+00:00,45,0,600876,Box Closed,,,,
2025-08-02T10:22:25+00:00,46,0,617672,Box Closed,,,,
2025-08-02T10:22:42+00:00,47,0,634465,Box Closed,,,,
2025-08-02T10:22:58+00:00,48,0,651056,Box Closed,,,,
2025-08-02T10:23:15+00:00,49,0,667649,Box Closed,,,,
2025-08-02T10:23:32+00:00,50,0,684747,Box Closed,,,,
2025-08-02T10:23:49+00:00,51,0,701540,Box Closed,,,,
2025-08-02T10:24:05+00:00,52,0,718125,Box Closed,,,,
2025-08-02T10:24:22+00:00,53,0,734721,Box Closed,,,,
2025-08-02T10:24:39+00:00,54,0,751309,Box Closed,,,,
2025-08-02T10:24:55+00:00,55,0,768003,Box Closed,,,,
2025-08-02T10:25:12+00:00,56,0,784608,Box Closed,,,,
2025-08-02T10:25:29+00:00,57,0,801185,Box Closed,,,,
2025-08-02T10:25:45+00:00,58,0,817771,Box Closed,,,,
2025-08-02T10:26:02+00:00,59,0,834767,Box Closed,,,,
2025-08-02T10:26:19+00:00,60,0,851765,Box Closed,,,,
2025-08-02T10:26:36+00:00,61,0,868583,Box Closed,,,,
2025-08-02T10:26:53+00:00,62,0,885456,Box Closed,,,,
2025-08-02T10:27:10+00:00,63,0,902454,Box Closed,,,,
2025-08-02T10:27:27+00:00,64,0,919150,Box Closed,,,,
2025-08-02T10:27:43+00:00,65,0,935737,Box Closed,,,,
2025-08-02T10:28:00+00:00,66,0,952326,Box Closed,,,,
2025-08-02T10:28:16+00:00,67,0,968916,Box Closed,,,,
2025-08-02T10:28:33+00:00,68,0,985508,Box Closed,,,,
2025-08-02T10:28:49+00:00,69,0,1002096,Box Closed,,,,
2025-08-02T10:29:06+00:00,70,0,1018693,Box Closed,,,,
2025-08-02T10:29:23+00:00,71,0,1035501,Box Closed,,,,
2025-08-02T10:29:40+00:00,72,0,1052372,Box Closed,,,,
2025-08-02T10:29:56+00:00,73,0,1068975,Box Closed,,,,
2025-08-02T10:30:13+00:00,74,0,1085657,Box Closed,,,,
2025-08-02T10:30:30+00:00,75,0,1102249,Box Closed,,,,
2025-08-02T10:30:46+00:00,76,0,1118839,Box Closed,,,,
2025-08-02T10:31:03+00:00,77,0,1135425,Box Closed,,,,
2025-08-02T10:31:20+00:00,78,0,1152115,Box Closed,,,,
2025-08-02T10:31:37+00:00,79,0,1169126,Box Closed,,,,
2025-08-02T10:31:54+00:00,80,0,1186013,Box Closed,,,,
2025-08-02T10:32:10+00:00,81,0,1202803,Box Closed,,,,
2025-08-02T10:32:27+00:00,82,0,1219601,Box Closed,,,,
2025-08-02T10:32:44+00:00,83,0,1236190,Box Closed,,,,
2025-08-02T10:33:00+00:00,84,0,1252779,Box Closed,,,,
2025-08-02T10:33:17+00:00,85,0,1269470,Box Closed,,,,
2025-08-02T10:33:33+00:00,86,0,1286059,Box Closed,,,,
2025-08-02T10:33:50+00:00,87,0,1302649,Box Closed,,,,
2025-08-02T10:34:07+00:00,88,0,1319238,Box Closed,,,,
2025-08-02T10:34:23+00:00,89,0,1335827,Box Closed,,,,
2025-08-02T10:34:40+00:00,90,0,1352417,Box Closed,,,,
2025-08-02T10:34:57+00:00,91,0,1369007,Box Closed,,,,
2025-08-02T10:35:13+00:00,92,0,1386010,Box Closed,,,,
2025-08-02T10:35:30+00:00,93,0,1402798,Box Closed,,,,
2025-08-02T10:35:47+00:00,94,0,1419591,Box Closed,,,,
2025-08-02T10:36:04+00:00,95,0,1436592,Box Closed,,,,
2025-08-02T10:36:21+00:00,96,0,1453385,Box Closed,,,,
2025-08-02T10:36:38+00:00,97,0,1470184,Box Closed,,,,
2025-08-02T10:36:55+00:00,98,0,1487081,Box Closed,,,,
2025-08-02T10:37:11+00:00,99,0,1503775,Box Closed,,,,
2025-08-02T10:37:28+00:00,100,0,1520362,Box Closed,,,,
2025-08-02T10:37:45+00:00,101,0,1537255,Box Closed,,,,
2025-08-02T10:38:02+00:00,102,0,1554050,Box Closed,,,,
2025-08-02T10:38:18+00:00,103,0,1570772,Box Closed,,,,
2025-08-02T10:38:35+00:00,104,0,1587429,Box Closed,,,,
2025-08-02T10:38:52+00:00,105,0,1604398,Box Closed,,,,
2025-08-02T10:39:08+00:00,106,0,1621025,Box Closed,,,,
2025-08-02T10:39:25+00:00,107,0,1637717,Box Closed,,,,
2025-08-02T10:39:42+00:00,108,0,1654604,Box Closed,,,,
2025-08-02T10:39:59+00:00,109,0,1671203,Box Closed,,,,
2025-08-02T10:40:15+00:00,110,0,1687922,Box Closed,,,,
2025-08-02T10:40:32+00:00,111,0,1704485,Box Closed,,,,
2025-08-02T10:40:48+00:00,112,0,1721072,Box Closed,,,,
2025-08-02T10:41:05+00:00,113,0,1737671,Box Closed,,,,
2025-08-02T10:41:22+00:00,114,0,1754763,Box Closed,,,,
2025-08-02T10:41:39+00:00,115,0,1771657,Box Closed,,,,
2025-08-02T10:41:56+00:00,116,0,1788557,Box Closed,,,,
2025-08-02T10:42:13+00:00,117,0,1805450,Box Closed,,,,
2025-08-02T10:42:30+00:00,118,0,1822249,Box Closed,,,,
2025-08-02T10:42:46+00:00,119,0,1838828,Box Closed,,,,
2025-08-02T10:43:03+00:00,120,0,1855435,Box Closed,,,,
2025-08-02T10:43:19+00:00,121,0,1872027,Box Closed,,,,
2025-08-02T10:43:36+00:00,122,0,1888708,Box Closed,,,,
2025-08-02T10:43:53+00:00,123,0,1905295,Box Closed,,,,
2025-08-02T10:44:09+00:00,124,0,1921885,Box Closed,,,,
2025-08-02T10:44:26+00:00,125,0,1938782,Box Closed,,,,
2025-08-02T10:44:43+00:00,126,0,1955676,Box Closed,,,,
2025-08-02T10:45:00+00:00,127,0,1972468,Box Closed,,,,
2025-08-02T10:45:17+00:00,128,0,1989181,Box Closed,,,,
2025-08-02T10:45:34+00:00,129,0,2006260,Box Closed,,,,
2025-08-02T10:45:51+00:00,130,0,2023059,Box Closed,,,,
2025-08-02T10:46:07+00:00,131,0,2039955,Box Closed,,,,
2025-08-02T10:46:24+00:00,132,0,2056651,Box Closed,,,,
2025-08-02T10:46:41+00:00,133,0,2073343,Box Closed,,,,
2025-08-02T10:46:58+00:00,134,0,2090336,Box Closed,,,,
2025-08-02T10:47:15+00:00,135,0,2107235,Box Closed,,,,
2025-08-02T10:47:32+00:00,136,0,2124132,Box Closed,,,,
2025-08-02T10:47:48+00:00,137,0,2141019,Box Closed,,,,
2025-08-02T10:48:05+00:00,138,0,2157723,Box Closed,,,,
2025-08-02T10:48:22+00:00,139,0,2174313,Box Closed,,,,
2025-08-02T10:48:39+00:00,140,0,2191307,Box Closed,,,,
2025-08-02T10:48:56+00:00,141,0,2208102,Box Closed,,,,
2025-08-02T10:49:13+00:00,142,0,2224999,Box Closed,,,,
2025-08-02T10:49:30+00:00,143,0,2241996,Box Closed,,,,
2025-08-02T10:49:46+00:00,144,0,2258793,Box Closed,,,,
2025-08-02T10:50:03+00:00,145,0,2275689,Box Closed,,,,
2025-08-02T10:50:21+00:00,146,0,2292586,Box Closed,,,,
2025-08-02T10:50:38+00:00,147,0,2310609,Box Closed,,,,
2025-08-02T10:50:55+00:00,148,0,2327420,Box Closed,,,,
2025-08-02T10:51:12+00:00,149,0,2344315,Box Closed,,,,
2025-08-02T10:51:28+00:00,150,0,2360994,Box Closed,,,,
2025-08-02T10:51:45+00:00,151,0,2377574,Box Closed,,,,
2025-08-02T10:52:02+00:00,152,0,2394177,Box Closed,,,,
2025-08-02T10:52:18+00:00,153,0,2410870,Box Closed,,,,
2025-08-02T10:52:35+00:00,154,0,2427445,Box Closed,,,,
2025-08-02T10:52:52+00:00,155,0,2444449,Box Closed,,,,
2025-08-02T10:53:09+00:00,156,0,2461240,Box Closed,,,,
2025-08-02T10:53:26+00:00,157,0,2478137,Box Closed,,,,
2025-08-02T10:53:42+00:00,158,0,2494840,Box Closed,,,,
2025-08-02T10:53:59+00:00,159,0,2511723,Box Closed,,,,
2025-08-02T10:54:16+00:00,160,0,2528621,Box Closed,,,,
2025-08-02T10:54:33+00:00,161,0,2545517,Box Closed,,,,
2025-08-02T10:54:50+00:00,162,0,2562413,Box Closed,,,,
2025-08-02T10:55:07+00:00,163,0,2579305,Box Closed,,,,
2025-08-02T10:55:24+00:00,164,0,2596099,Box Closed,,,,
2025-08-02T10:55:40+00:00,165,0,2612999,Box Closed,,,,
2025-08-02T10:55:57+00:00,166,0,2629592,Box Closed,,,,
2025-08-02T10:56:14+00:00,167,0,2646285,Box Closed,,,,
2025-08-02T10:56:30+00:00,168,0,2662874,Box Closed,,,,
2025-08-02T10:56:47+00:00,169,0,2679464,Box Closed,,,,
2025-08-02T10:57:03+00:00,170,0,2696073,Box Closed,,,,
2025-08-02T10:57:20+00:00,171,0,2712744,Box Closed,,,,
2025-08-02T10:57:37+00:00,172,0,2729435,Box Closed,,,,
2025-08-02T10:57:53+00:00,173,0,2746026,Box Closed,,,,
2025-08-02T10:58:10+00:00,174,0,2762727,Box Closed,,,,
2025-08-02T10:58:27+00:00,175,0,2779307,Box Closed,,,,
2025-08-02T10:58:43+00:00,176,0,2795896,Box Closed,,,,
2025-08-02T10:59:00+00:00,177,0,2812791,Box Closed,,,,
2025-08-02T10:59:17+00:00,178,0,2829584,Box Closed,,,,
2025-08-02T10:59:34+00:00,179,0,2846480,Box Closed,,,,
2025-08-02T10:59:50+00:00,180,0,2863175,Box Closed,,,,
2025-08-02T11:00:07+00:00,181,0,2879765,Box Closed,,,,
2025-08-02T11:00:24+00:00,182,0,2896353,Box Closed,,,,
2025-08-02T11:00:40+00:00,183,0,2912953,Box Closed,,,,
2025-08-02T11:00:57+00:00,184,0,2929637,Box Closed,,,,
2025-08-02T11:01:14+00:00,185,0,2946234,Box Closed,,,,
2025-08-02T11:01:30+00:00,186,0,2963119,Box Closed,,,,
2025-08-02T11:01:47+00:00,187,0,2979720,Box Closed,,,,
2025-08-02T11:02:04+00:00,188,0,2996299,Box Closed,,,,
2025-08-02T11:02:21+00:00,189,0,3013296,Box Closed,,,,
2025-08-02T11:02:38+00:00,190,0,3030195,Box Closed,,,,
2025-08-02T11:02:54+00:00,191,0,3046886,Box Closed,,,,
2025-08-02T11:03:11+00:00,192,0,3063486,Box Closed,,,,
2025-08-02T11:03:27+00:00,193,0,3080067,Box Closed,,,,
2025-08-02T11:03:44+00:00,194,0,3096654,Box Closed,,,,
2025-08-02T11:04:01+00:00,195,0,3113549,Box Closed,,,,
2025-08-02T11:04:18+00:00,196,0,3130343,Box Closed,,,,
2025-08-02T11:04:35+00:00,197,0,3147239,Box Closed,,,,
2025-08-02T11:04:52+00:00,198,0,3164137,Box Closed,,,,
2025-08-02T11:05:09+00:00,199,0,3181182,Box Closed,,,,
2025-08-02T11:05:26+00:00,200,0,3198029,Box Closed,,,,
2025-08-02T11:05:42+00:00,201,0,3214824,Box Closed,,,,
2025-08-02T11:05:59+00:00,202,0,3231619,Box Closed,,,,
2025-08-02T11:06:16+00:00,203,0,3248211,Box Closed,,,,
2025-08-02T11:06:33+00:00,204,0,3265106,Box Closed,,,,
2025-08-02T11:06:50+00:00,205,0,3281901,Box Closed,,,,
2025-08-02T11:07:06+00:00,206,0,3298894,Box Closed,,,,
2025-08-02T11:07:23+00:00,207,0,3315595,Box Closed,,,,
2025-08-02T11:07:40+00:00,208,0,3332209,Box Closed,,,,
2025-08-02T11:07:57+00:00,209,0,3349076,Box Closed,,,,
2025-08-02T11:08:14+00:00,210,0,3365973,Box Closed,,,,
2025-08-02T11:08:30+00:00,211,0,3382972,Box Closed,,,,
2025-08-02T11:08:47+00:00,212,0,3399767,Box Closed,,,,
2025-08-02T11:09:04+00:00,213,0,3416663,Box Closed,,,,
2025-08-02T11:09:21+00:00,214,0,3433560,Box Closed,,,,
2025-08-02T11:09:38+00:00,215,0,3450253,Box Closed,,,,
2025-08-02T11:09:55+00:00,216,0,3467262,Box Closed,,,,
2025-08-02T11:10:12+00:00,217,0,3484157,Box Closed,,,,
2025-08-02T11:10:28+00:00,218,0,3500852,Box Closed,,,,
2025-08-02T11:10:45+00:00,219,0,3517431,Box Closed,,,,
2025-08-02T11:11:01+00:00,220,0,3534047,Box Closed,,,,
2025-08-02T11:11:18+00:00,221,0,3550620,Box Closed,,,,
2025-08-02T11:11:35+00:00,222,0,3567403,Box Closed,,,,
2025-08-02T11:11:51+00:00,223,0,3584116,Box Closed,,,,
2025-08-02T11:12:08+00:00,224,0,3600685,Box Closed,,,,
2025-08-02T11:12:25+00:00,225,0,3617376,Box Closed,,,,
2025-08-02T11:12:41+00:00,226,0,3633967,Box Closed,,,,
2025-08-02T11:12:58+00:00,227,0,3650580,Box Closed,,,,
2025-08-02T11:13:15+00:00,228,0,3667256,Box Closed,,,,
2025-08-02T11:13:32+00:00,229,0,3684142,Box Closed,,,,
2025-08-02T11:13:48+00:00,230,0,3700935,Box Closed,,,,
2025-08-02T11:14:05+00:00,231,0,3717842,Box Closed,,,,
2025-08-02T11:14:22+00:00,232,0,3734725,Box Closed,,,,
2025-08-02T11:14:39+00:00,233,0,3751312,Box Closed,,,,
2025-08-02T11:14:55+00:00,234,0,3767910,Box Closed,,,,
2025-08-02T11:15:12+00:00,235,0,3784509,Box Closed,,,,
2025-08-02T11:15:29+00:00,236,0,3801292,Box Closed,,,,
2025-08-02T11:15:45+00:00,237,0,3817907,Box Closed,,,,
2025-08-02T11:16:02+00:00,238,0,3834472,Box Closed,,,,
2025-08-02T11:16:19+00:00,239,0,3851468,Box Closed,,,,
2025-08-02T11:16:36+00:00,240,0,3868258,Box Closed,,,,
2025-08-02T11:16:52+00:00,241,0,3885056,Box Closed,,,,
2025-08-02T11:17:09+00:00,242,0,3901751,Box Closed,,,,
2025-08-02T11:17:26+00:00,243,0,3918747,Box Closed,,,,
2025-08-02T11:17:43+00:00,244,0,3935647,Box Closed,,,,
2025-08-02T11:18:00+00:00,245,0,3952339,Box Closed,,,,
2025-08-02T11:18:16+00:00,246,0,3968928,Box Closed,,,,
2025-08-02T11:18:33+00:00,247,0,3985617,Box Closed,,,,
2025-08-02T11:18:50+00:00,248,0,4002639,Box Closed,,,,
2025-08-02T11:19:07+00:00,249,0,4019513,Box Closed,,,,
2025-08-02T11:19:24+00:00,250,0,4036409,Box Closed,,,,
2025-08-02T11:19:41+00:00,251,0,4053310,Box Closed,,,,
2025-08-02T11:19:58+00:00,252,0,4070201,Box Closed,,,,
2025-08-02T11:20:14+00:00,253,0,4086896,Box Closed,,,,
2025-08-02T11:20:31+00:00,254,0,4103586,Box Closed,,,,
2025-08-02T11:20:47+00:00,255,0,4120177,Box Closed,,,,
2025-08-02T11:21:04+00:00,256,0,4136766,Box Closed,,,,
2025-08-02T11:21:21+00:00,257,0,4153765,Box Closed,,,,
2025-08-02T11:21:38+00:00,258,0,4170664,Box Closed,,,,
2025-08-02T11:21:55+00:00,259,0,4187366,Box Closed,,,,
2025-08-02T11:22:11+00:00,260,0,4204055,Box Closed,,,,
2025-08-02T11:22:28+00:00,261,0,4220647,Box Closed,,,,
2025-08-02T11:22:45+00:00,262,0,4237224,Box Closed,,,,
2025-08-02T11:23:01+00:00,263,0,4253825,Box Closed,,,,
2025-08-02T11:23:18+00:00,264,0,4270506,Box Closed,,,,
2025-08-02T11:23:35+00:00,265,0,4287395,Box Closed,,,,
2025-08-02T11:23:52+00:00,266,0,4304296,Box Closed,,,,
2025-08-02T11:24:09+00:00,267,0,4321195,Box Closed,,,,
2025-08-02T11:24:25+00:00,268,0,4337886,Box Closed,,,,
2025-08-02T11:24:43+00:00,269,0,4354476,Box Closed,,,,
2025-08-02T11:25:00+00:00,270,0,4372105,Box Closed,,,,
2025-08-02T11:25:16+00:00,271,0,4388986,Box Closed,,,,
2025-08-02T11:25:33+00:00,272,0,4405677,Box Closed,,,,
2025-08-02T11:25:50+00:00,273,0,4422573,Box Closed,,,,
2025-08-02T11:26:07+00:00,274,0,4439801,Box Closed,,,,
2025-08-02T11:26:25+00:00,275,0,4456985,Box Closed,,,,
2025-08-02T11:26:41+00:00,276,0,4473876,Box Closed,,,,
2025-08-02T11:26:58+00:00,277,0,4490690,Box Closed,,,,
2025-08-02T11:27:15+00:00,278,0,4507912,Box Closed,,,,
2025-08-02T11:27:32+00:00,279,0,4524773,Box Closed,,,,
2025-08-02T11:27:49+00:00,280,0,4541564,Box Closed,,,,
2025-08-02T11:28:06+00:00,281,0,4558461,Box Closed,,,,
2025-08-02T11:28:24+00:00,282,0,4575507,Box Closed,,,,
2025-08-02T11:28:41+00:00,283,0,4593300,Box Closed,,,,
2025-08-02T11:28:58+00:00,284,0,4610195,Box Closed,,,,
2025-08-02T11:29:15+00:00,285,0,4627174,Box Closed,,,,
2025-08-02T11:29:32+00:00,286,0,4644816,Box Closed,,,,
2025-08-02T11:29:49+00:00,287,0,4661786,Box Closed,,,,
2025-08-02T11:30:06+00:00,288,0,4678581,Box Closed,,,,
2025-08-02T11:30:23+00:00,289,0,4695374,Box Closed,,,,
2025-08-02T11:30:40+00:00,290,0,4712188,Box Closed,,,,
2025-08-02T11:30:57+00:00,291,0,4729065,Box Closed,,,,
2025-08-02T11:31:14+00:00,292,0,4745964,Box Closed,,,,
2025-08-02T11:31:30+00:00,293,0,4762859,Box Closed,,,,
2025-08-02T11:31:47+00:00,294,0,4779755,Box Closed,,,,
2025-08-02T11:32:04+00:00,295,0,4796451,Box Closed,,,,
2025-08-02T11:32:21+00:00,296,0,4813039,Box Closed,,,,
2025-08-02T11:32:37+00:00,297,0,4829932,Box Closed,,,,
2025-08-02T11:32:54+00:00,298,0,4846727,Box Closed,,,,
2025-08-02T11:33:11+00:00,299,0,4863624,Box Closed,,,,
2025-08-02T11:33:28+00:00,300,0,4880521,Box Closed,,,,
2025-08-02T11:33:45+00:00,301,0,4897315,Box Closed,,,,
2025-08-02T11:34:01+00:00,302,0,4914008,Box Closed,,,,
2025-08-02T11:34:18+00:00,303,0,4930597,Box Closed,,,,
2025-08-02T11:34:35+00:00,304,0,4947287,Box Closed,,,,
2025-08-02T11:34:51+00:00,305,0,4963878,Box Closed,,,,
2025-08-02T11:35:08+00:00,306,0,4980581,Box Closed,,,,
2025-08-02T11:35:24+00:00,307,0,4997170,Box Closed,,,,
2025-08-02T11:35:41+00:00,308,0,5013741,Box Closed,,,,
2025-08-02T11:35:58+00:00,309,0,5030747,Box Closed,,,,
2025-08-02T11:36:15+00:00,310,0,5047448,Box Closed,,,,
2025-08-02T11:36:31+00:00,311,0,5064029,Box Closed,,,,
2025-08-02T11:36:48+00:00,312,0,5080618,Box Closed,,,,
2025-08-02T11:37:05+00:00,313,0,5097514,Box Closed,,,,
2025-08-02T11:37:21+00:00,314,0,5114219,Box Closed,,,,
2025-08-02T11:37:38+00:00,315,0,5130796,Box Closed,,,,
2025-08-02T11:37:55+00:00,316,0,5147388,Box Closed,,,,
2025-08-02T11:38:11+00:00,317,0,5164074,Box Closed,,,,
2025-08-02T11:38:28+00:00,318,0,5180668,Box Closed,,,,
2025-08-02T11:38:45+00:00,319,0,5197363,Box Closed,,,,
2025-08-02T11:39:01+00:00,320,0,5213948,Box Closed,,,,
2025-08-02T11:39:18+00:00,321,0,5230641,Box Closed,,,,
2025-08-02T11:39:35+00:00,322,0,5247249,Box Closed,,,,
2025-08-02T11:39:51+00:00,323,0,5263818,Box Closed,,,,
2025-08-02T11:40:08+00:00,324,0,5280530,Box Closed,,,,
2025-08-02T11:40:24+00:00,325,0,5297201,Box Closed,,,,
2025-08-02T11:40:41+00:00,326,0,5313809,Box Closed,,,,
2025-08-02T11:40:58+00:00,327,0,5330695,Box Closed,,,,
2025-08-02T11:41:15+00:00,328,0,5347684,Box Closed,,,,
2025-08-02T11:41:32+00:00,329,0,5364590,Box Closed,,,,
2025-08-02T11:41:49+00:00,330,0,5381478,Box Closed,,,,
2025-08-02T11:42:06+00:00,331,0,5398172,Box Closed,,,,
2025-08-02T11:42:22+00:00,332,0,5414863,Box Closed,,,,
2025-08-02T11:42:39+00:00,333,0,5431455,Box Closed,,,,
2025-08-02T11:42:55+00:00,334,0,5448041,Box Closed,,,,
2025-08-02T11:43:12+00:00,335,0,5464633,Box Closed,,,,
2025-08-02T11:43:29+00:00,336,0,5481628,Box Closed,,,,
2025-08-02T11:43:45+00:00,337,0,5498219,Box Closed,,,,
2025-08-02T11:44:02+00:00,338,0,5514809,Box Closed,,,,
2025-08-02T11:44:19+00:00,339,0,5531448,Box Closed,,,,
2025-08-02T11:44:35+00:00,340,0,5548091,Box Closed,,,,
2025-08-02T11:44:52+00:00,341,0,5564782,Box Closed,,,,
2025-08-02T11:45:09+00:00,342,0,5581367,Box Closed,,,,
2025-08-02T11:45:25+00:00,343,0,5598067,Box Closed,,,,
2025-08-02T11:45:42+00:00,344,0,5614672,Box Closed,,,,
2025-08-02T11:45:59+00:00,345,0,5631345,Box Closed,,,,
2025-08-02T11:46:15+00:00,346,0,5647934,Box Closed,,,,
2025-08-02T11:46:32+00:00,347,0,5664628,Box Closed,,,,
2025-08-02T11:46:49+00:00,348,0,5681255,Box Closed,,,,
2025-08-02T11:47:05+00:00,349,0,5697900,Box Closed,,,,
2025-08-02T11:47:22+00:00,350,0,5714608,Box Closed,,,,
2025-08-02T11:47:38+00:00,351,0,5731191,Box Closed,,,,
2025-08-02T11:47:55+00:00,352,0,5747780,Box Closed,,,,
2025-08-02T11:48:12+00:00,353,0,5764481,Box Closed,,,,
2025-08-02T11:48:29+00:00,354,0,5781467,Box Closed,,,,
2025-08-02T11:48:46+00:00,355,0,5798262,Box Closed,,,,
2025-08-02T11:49:03+00:00,356,0,5815159,Box Closed,,,,
2025-08-02T11:49:20+00:00,357,0,5832057,Box Closed,,,,
2025-08-02T11:49:36+00:00,358,0,5848962,Box Closed,,,,
2025-08-02T11:49:53+00:00,359,0,5865849,Box Closed,,,,
2025-08-02T11:50:10+00:00,360,0,5882543,Box Closed,,,,
2025-08-02T11:50:27+00:00,361,0,5899548,Box Closed,,,,
2025-08-02T11:50:44+00:00,362,0,5916436,Box Closed,,,,
2025-08-02T11:51:01+00:00,363,0,5933230,Box Closed,,,,
2025-08-02T11:51:18+00:00,364,0,5950125,Box Closed,,,,
2025-08-02T11:51:35+00:00,365,0,5967022,Box Closed,,,,
2025-08-02T11:51:51+00:00,366,0,5983918,Box Closed,,,,
2025-08-02T11:52:08+00:00,367,0,6000724,Box Closed,,,,
2025-08-02T11:52:25+00:00,368,0,6017407,Box Closed,,,,
2025-08-02T11:52:41+00:00,369,0,6033997,Box Closed,,,,
2025-08-02T11:52:58+00:00,370,0,6050584,Box Closed,,,,
2025-08-02T11:53:15+00:00,371,0,6067174,Box Closed,,,,
2025-08-02T11:53:31+00:00,372,0,6083876,Box Closed,,,,
2025-08-02T11:53:48+00:00,373,0,6100456,Box Closed,,,,
2025-08-02T11:54:04+00:00,374,0,6117045,Box Closed,,,,
2025-08-02T11:54:21+00:00,375,0,6133635,Box Closed,,,,
2025-08-02T11:54:38+00:00,376,0,6150632,Box Closed,,,,
2025-08-02T11:54:55+00:00,377,0,6167649,Box Closed,,,,
2025-08-02T11:55:12+00:00,378,0,6184526,Box Closed,,,,
2025-08-02T11:55:29+00:00,379,0,6201636,Box Closed,,,,
2025-08-02T11:55:46+00:00,380,0,6218546,Box Closed,,,,
2025-08-02T11:56:03+00:00,381,0,6235630,Box Closed,,,,
2025-08-02T11:56:20+00:00,382,0,6252858,Box Closed,,,,
2025-08-02T11:56:37+00:00,383,0,6269754,Box Closed,,,,
2025-08-02T11:56:54+00:00,384,0,6286309,Box Closed,,,,
2025-08-02T11:57:11+00:00,385,0,6303005,Box Closed,,,,
2025-08-02T11:57:28+00:00,386,0,6320159,Box Closed,,,,
2025-08-02T11:57:45+00:00,387,0,6337005,Box Closed,,,,
2025-08-02T11:58:01+00:00,388,0,6353943,Box Closed,,,,
2025-08-02T11:58:18+00:00,389,0,6370824,Box Closed,,,,
2025-08-02T11:58:35+00:00,390,0,6387730,Box Closed,,,,
2025-08-02T11:58:52+00:00,391,0,6404489,Box Closed,,,,
2025-08-02T11:59:09+00:00,392,0,6421184,Box Closed,,,,
2025-08-02T11:59:25+00:00,393,0,6437881,Box Closed,,,,
2025-08-02T11:59:42+00:00,394,0,6454474,Box Closed,,,,
2025-08-02T11:59:59+00:00,395,0,6471053,Box Closed,,,,
2025-08-02T12:00:15+00:00,396,0,6487948,Box Closed,,,,
2025-08-02T12:00:32+00:00,397,0,6504845,Box Closed,,,,
2025-08-02T12:00:49+00:00,398,0,6521539,Box Closed,,,,
